datetime,demand,gen_cost_marg,gen_cost_tot,co2_marg,co2_tot,so2_marg,so2_tot,nox_marg,nox_tot,biomass_mix,coal_mix,gas_mix,geothermal_mix,hydro_mix,nuclear_mix,oil_mix,marg_gen,coal_mix_marg,marg_gen_fuel_type,mmbtu_coal,mmbtu_gas,mmbtu_oil
2017-01-01 13:00:00,62836.0,28.732125829673,1548548.8397694144,906.9733276367188,44409287.06168797,0.5313714742660522,39716.831643635465,2.008917808532715,30623.01524007542,0,38930.024813002274,23905.97518699773,0,0,0,0,0,1.0,coal,379685.46953753725,162975.12221468604,0
2017-01-01 14:00:00,62390.0,28.732125829673,1535734.3116493803,906.9733276367188,44004776.95756199,0.5313714742660522,39479.839966112806,2.008917808532715,29727.03789746983,0,38484.024813002274,23905.97518699773,0,0,0,0,0,1.0,coal,375339.6351354529,162975.12221468604,0
2017-01-01 15:00:00,61984.0,28.51729879379272,1524095.7427614073,354.25201416015625,43705174.942910396,0.0017897355137392879,39329.85915709541,0.02418212965130806,29157.8538201949,0,38202.19074381692,23781.80925618308,0,0,0,0,0,0.0,gas,372593.43739207817,162159.26996711487,0
2017-01-01 16:00:00,62816.0,28.732125829673,1547974.197252821,906.9733276367188,44391147.595135234,0.5313714742660522,39706.204214150144,2.008917808532715,30582.836883904765,0,38910.024813002274,23905.97518699773,0,0,0,0,0,1.0,coal,379490.5890710761,162975.12221468604,0
2017-01-01 17:00:00,66139.0,28.999280315399172,1643935.0046772733,386.6430358886719,46247202.7913912,0.001952902297489345,40301.85567866785,0.41925084590911865,31955.767874957808,0,40291.19074381692,25847.809256183085,0,0,0,0,0,0.0,gas,391738.4616602285,176256.81800597865,0
2017-01-01 18:00:00,67699.0,29.037745694106974,1689229.0248029144,918.2310791015625,47632805.41047139,0.5702643990516663,40969.13629454841,0.3047136068344116,32887.832509769134,0,41788.62502819488,25910.374971805126,0,0,0,0,0,1.0,coal,406364.5829438136,176705.50393140546,0
2017-01-01 19:00:00,106092.0,42.06495714941221,2958482.5930839926,608.5699462890625,74375119.14092645,0.002837500302121043,51652.19584142305,0.4190041720867157,50101.420238307386,0,60667.19074381692,45424.80925618308,0,0,0,0,0,0.0,gas,588190.4463547093,338043.03376149235,0
2017-01-01 20:00:00,105376.0,41.729917439937594,2928544.5112689384,369.67132568359375,74084338.50309557,0.0018683342495933175,51650.77923283551,0.01831049844622612,50060.300446665555,0,60667.19074381692,44708.80925618308,0,0,0,0,0,0.0,gas,588190.4463547093,332812.4872438226,0
2017-01-01 21:00:00,104873.0,41.68249329888543,2907558.766804012,611.8673706054688,73857860.35279596,0.003095893422141671,51649.63395390288,0.1540701985359192,50027.85951810274,0,60667.19074381692,44205.80925618308,0,0,0,0,0,0.0,gas,588190.4463547093,328612.04170162213,0
2017-01-01 22:00:00,103701.0,40.84438047741367,2859192.5895141507,563.6527099609375,73170283.82151161,0.0028480631299316883,51528.543489780604,0.050436392426490784,49710.17705531416,0,60667.19074381692,43033.809256183085,0,0,0,0,0,0.0,gas,588190.4463547093,316201.800808669,0
2017-01-01 23:00:00,104705.0,41.406545232174004,2900596.069839368,606.7409057617188,73755803.08345754,0.0030754837207496166,51649.11678588561,0.14682552218437195,50002.35738506186,0,60667.19074381692,44037.80925618308,0,0,0,0,0,0.0,gas,588190.4463547093,326717.81855297514,0
